Title,Author,Description,Domain,URL,Recipe Prefix,Tags,Category
All Recipes Archives – mds.CulinaryMedicine.org,The American College of Culinary Medicine,"CulinaryMedicine.org is the home of the Health meets Food curriculum, which was developed to change the dialogue between healthcare professionals and their patients about food and health. ",culinarymedicine.org,https://mds.culinarymedicine.org/category/all-recipes/,culinarymedicine.org/recipes/,,organization – health & medicine
